City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Indio,California,35.9,43803.0,43723.0,87526,22538.0,CA,American Indian and Alaska Native,1112
Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,TX,Asian,12412
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,128897.0,NC,Asian,55399
Buena Park,California,35.7,41593.0,41671.0,83264,28430.0,CA,White,48412
Skokie,Illinois,43.4,31382.0,33437.0,64819,27424.0,IL,Black or African-American,4937
West Jordan,Utah,30.8,57898.0,54044.0,111942,11492.0,UT,Black or African-American,3179
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,CA,American Indian and Alaska Native,2789
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,NV,White,109960
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,44888.0,TX,American Indian and Alaska Native,1754
Everett,Washington,37.0,56212.0,51800.0,108012,19499.0,WA,American Indian and Alaska Native,3645
Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,NJ,Black or African-American,144961
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,4982.0,WI,Black or African-American,1923
Chino Hills,California,41.9,39639.0,38674.0,78313,24764.0,CA,Black or African-American,3506
Chino Hills,California,41.9,39639.0,38674.0,78313,24764.0,CA,American Indian and Alaska Native,1773
Peoria,Illinois,33.1,56229.0,62432.0,118661,7517.0,IL,Hispanic or Latino,6874
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,16226.0,MA,White,97171
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,49815.0,NV,Asian,20273
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,4706.0,AL,Black or African-American,42331
Avondale,Arizona,29.1,38712.0,41971.0,80683,8355.0,AZ,White,62176
San Mateo,California,39.3,50966.0,52558.0,103524,34957.0,CA,Asian,30573
Longmont,Colorado,36.8,43941.0,48280.0,92221,10424.0,CO,Hispanic or Latino,24846
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,14775.0,MA,Hispanic or Latino,9081
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,3269.0,MO,Asian,3447
Miami,Florida,40.4,215840.0,225149.0,440989,260789.0,FL,Hispanic or Latino,319942
Miami,Florida,40.4,215840.0,225149.0,440989,260789.0,FL,Black or African-American,87331
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,WI,Hispanic or Latino,16786
Carmichael,California,41.0,29281.0,33934.0,63215,7378.0,CA,Asian,4205
Evansville,Indiana,38.0,57198.0,60481.0,117679,3169.0,IN,Hispanic or Latino,3263
Evansville,Indiana,38.0,57198.0,60481.0,117679,3169.0,IN,White,100055
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,8948.0,TN,Black or African-American,22651
Apple Valley,California,34.3,32873.0,39312.0,72185,5801.0,CA,Hispanic or Latino,25928
Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,CA,Hispanic or Latino,11815
Perris,California,26.9,41623.0,33336.0,74959,23277.0,CA,Black or African-American,9393
South Gate,California,32.5,47758.0,48641.0,96399,40571.0,CA,Asian,971
Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,OR,Hispanic or Latino,39414
Santa Monica,California,40.6,46732.0,46487.0,93219,24448.0,CA,Asian,13283
Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,CO,Asian,8772
Richmond,Virginia,33.6,104793.0,115496.0,220289,15741.0,VA,Hispanic or Latino,14259
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,2833.0,WI,American Indian and Alaska Native,876
Marysville,Washington,33.2,33436.0,33337.0,66773,7721.0,WA,Black or African-American,1800
Paterson,New Jersey,34.0,70640.0,77117.0,147757,49810.0,NJ,Black or African-American,45858
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,IA,American Indian and Alaska Native,1243
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,IL,Black or African-American,2071
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,IL,Asian,21571
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,MN,Black or African-American,22550
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,MN,Asian,14443
Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,CA,Asian,24055
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,IN,Hispanic or Latino,21234
Suffolk,Virginia,38.2,43048.0,45113.0,88161,2829.0,VA,American Indian and Alaska Native,504
Albany,New York,32.8,47627.0,50825.0,98452,11948.0,NY,Hispanic or Latino,9368
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,15431.0,FL,Black or African-American,20616
Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,TX,White,839169
South San Francisco,California,39.4,34177.0,33094.0,67271,27528.0,CA,Hispanic or Latino,29173
San Antonio,Texas,33.1,721405.0,748419.0,1469824,208046.0,TX,American Indian and Alaska Native,20752
Chandler,Arizona,35.6,128885.0,131948.0,260833,38721.0,AZ,Black or African-American,16163
Laguna Niguel,California,45.8,30193.0,35619.0,65812,12571.0,CA,Hispanic or Latino,9203
Pine Hills,Florida,29.2,35344.0,40737.0,76081,20735.0,FL,Asian,2209
Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,IN,Black or African-American,5133
Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,IN,American Indian and Alaska Native,912
Alameda,California,41.4,37747.0,40867.0,78614,18841.0,CA,Black or African-American,7364
Antioch,California,34.0,54733.0,55809.0,110542,24942.0,CA,Asian,14333
Clovis,California,37.8,52392.0,51780.0,104172,13409.0,CA,American Indian and Alaska Native,1876
New Britain,Connecticut,33.4,37350.0,35459.0,72809,15080.0,CT,Black or African-American,9873
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,43751.0,OK,American Indian and Alaska Native,42129
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,9477.0,MN,Black or African-American,6054
Torrance,California,41.2,73209.0,75259.0,148468,43096.0,CA,Asian,54317
New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,NY,White,3835726
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5757.0,MN,White,59794
Camden,New Jersey,27.9,36437.0,39694.0,76131,11317.0,NJ,Black or African-American,35237
Lakewood,California,39.9,41523.0,40069.0,81592,18274.0,CA,Black or African-American,6123
Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,CA,Hispanic or Latino,34032
Reno,Nevada,35.7,122292.0,119151.0,241443,37070.0,NV,Black or African-American,9427
Lorain,Ohio,35.6,30844.0,32807.0,63651,1531.0,OH,Black or African-American,16388
Midland,Texas,32.1,66595.0,66355.0,132950,17061.0,TX,Black or African-American,10379
Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,CA,Asian,7601
Delray Beach,Florida,47.9,32219.0,34042.0,66261,16639.0,FL,Black or African-American,21138
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,3803.0,MO,American Indian and Alaska Native,1251
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,MA,White,40110
Weston,Florida,38.6,32956.0,36991.0,69947,30876.0,FL,American Indian and Alaska Native,128
Troy,Michigan,43.3,42371.0,40905.0,83276,21004.0,MI,Asian,22721
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,NC,Black or African-American,87480
Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,NC,Asian,15740
Temple,Texas,33.6,33512.0,38785.0,72297,3968.0,TX,Asian,1781
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,CO,Hispanic or Latino,78711
Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,TX,Black or African-American,81861
Concord,California,39.6,62310.0,66358.0,128668,37428.0,CA,Black or African-American,6150
Fullerton,California,34.5,69549.0,71300.0,140849,43404.0,CA,Asian,33937
McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,TX,Black or African-American,16689
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,26667.0,NC,White,144930
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,26667.0,NC,Asian,12683
Turlock,California,36.2,33190.0,39103.0,72293,14686.0,CA,American Indian and Alaska Native,1187
Merced,California,29.7,40048.0,42392.0,82440,16348.0,CA,American Indian and Alaska Native,2331
Elgin,Illinois,35.7,54852.0,56224.0,111076,30167.0,IL,American Indian and Alaska Native,789
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,SC,Black or African-American,28204
Rochester,New York,31.4,100135.0,109673.0,209808,17735.0,NY,American Indian and Alaska Native,4856
Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,FL,Hispanic or Latino,53247
Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,TX,White,111477
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,7854.0,TX,Black or African-American,5439
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,MI,American Indian and Alaska Native,3436
Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,OH,American Indian and Alaska Native,11496
McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,TX,American Indian and Alaska Native,664
Carlsbad,California,42.1,55119.0,58347.0,113466,17689.0,CA,Black or African-American,876
Vallejo,California,37.8,58379.0,62890.0,121269,30592.0,CA,Hispanic or Latino,28977
Billings,Montana,36.3,52705.0,57565.0,110270,3206.0,MT,Black or African-American,2200
Missouri City,Texas,37.2,34932.0,36846.0,71778,18556.0,TX,Hispanic or Latino,10007
Redwood City,California,37.1,42676.0,42624.0,85300,27652.0,CA,White,51019
Tustin,California,33.4,39511.0,41052.0,80563,25034.0,CA,White,39660
Chico,California,29.9,46168.0,44168.0,90336,8425.0,CA,Asian,6101
Alafaya,Florida,33.5,39504.0,45760.0,85264,15842.0,FL,Black or African-American,6577
Everett,Washington,37.0,56212.0,51800.0,108012,19499.0,WA,Hispanic or Latino,15889
Kent,Washington,33.4,61825.0,65137.0,126962,38175.0,WA,Black or African-American,20450
Citrus Heights,California,37.8,41982.0,45071.0,87053,9466.0,CA,Hispanic or Latino,14661
Waterloo,Iowa,37.2,34488.0,33969.0,68457,5082.0,IA,American Indian and Alaska Native,467
Kirkland,Washington,40.8,42159.0,45108.0,87267,18570.0,WA,White,70491
Schenectady,New York,36.7,32398.0,32901.0,65299,10961.0,NY,Hispanic or Latino,5957
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,56514.0,MN,Black or African-American,54665
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,22958.0,NE,Black or African-American,16445
Muncie,Indiana,27.4,32446.0,37255.0,69701,1062.0,IN,White,59962
High Point,North Carolina,35.5,51751.0,58077.0,109828,16315.0,NC,American Indian and Alaska Native,1181
Modesto,California,35.2,104852.0,106405.0,211257,39613.0,CA,Black or African-American,9869
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,205339.0,PA,White,688130
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,19531.0,OR,Hispanic or Latino,22169
Fontana,California,29.5,100644.0,106828.0,207472,61448.0,CA,Hispanic or Latino,156134
Tampa,Florida,35.3,175517.0,193511.0,369028,58795.0,FL,Black or African-American,92156
Tampa,Florida,35.3,175517.0,193511.0,369028,58795.0,FL,Asian,15814
Perris,California,26.9,41623.0,33336.0,74959,23277.0,CA,Hispanic or Latino,54398
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,19652.0,PA,White,74187
Hampton,Virginia,35.5,66214.0,70240.0,136454,6204.0,VA,White,61753
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,IL,Hispanic or Latino,16904
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,MA,Black or African-American,27491
Fairfield,California,34.7,55550.0,57422.0,112972,24503.0,CA,Black or African-American,18274
Inglewood,California,34.9,52995.0,58661.0,111656,34171.0,CA,Asian,2712
Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,TX,Black or African-American,6713
New Haven,Connecticut,29.9,63765.0,66545.0,130310,25871.0,CT,Hispanic or Latino,43563
Macon,Georgia,36.0,71833.0,81626.0,153459,4846.0,GA,White,64117
Yuba City,California,34.5,33654.0,33290.0,66944,18032.0,CA,Asian,15065
Danbury,Connecticut,37.3,43435.0,41227.0,84662,25675.0,CT,Asian,7350
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,SC,American Indian and Alaska Native,1042
Suffolk,Virginia,38.2,43048.0,45113.0,88161,2829.0,VA,White,46458
Atlanta,Georgia,33.8,223960.0,239915.0,463875,32016.0,GA,White,196316
Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,NY,Black or African-American,49830
Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,TX,Hispanic or Latino,549966
Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,TX,Asian,47099
Columbia,Maryland,37.9,52202.0,51265.0,103467,23249.0,MD,American Indian and Alaska Native,488
Davie,Florida,40.8,48754.0,52140.0,100894,26532.0,FL,Asian,4581
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,ND,Black or African-American,1700
Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,OH,Hispanic or Latino,40603
Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,TX,Asian,78916
Houston,Texas,32.6,1149686.0,1148942.0,2298628,696210.0,TX,Black or African-American,529431
Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,CA,Asian,16690
Stockton,California,32.5,150976.0,154674.0,305650,79583.0,CA,Hispanic or Latino,128216
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,72456.0,IN,Black or African-American,253932
Ontario,California,31.0,85059.0,86141.0,171200,48557.0,CA,Asian,14313
Antioch,California,34.0,54733.0,55809.0,110542,24942.0,CA,Black or African-American,23227
Columbus,Georgia,33.7,98785.0,101794.0,200579,10376.0,GA,Hispanic or Latino,15180
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,21679.0,LA,Black or African-American,234645
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,6275.0,PA,White,78636
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,6275.0,PA,Asian,3306
Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,TX,American Indian and Alaska Native,2918
Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,OR,White,146807
Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,CA,Black or African-American,1974
Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,AZ,Hispanic or Latino,39937
Atascocita,Texas,32.8,37424.0,40816.0,78240,8657.0,TX,Hispanic or Latino,20441
Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,FL,White,60793
Mesquite,Texas,34.6,69240.0,75884.0,145124,26755.0,TX,American Indian and Alaska Native,2564
Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,AL,American Indian and Alaska Native,656
Hammond,Indiana,36.0,38923.0,38687.0,77610,9224.0,IN,Hispanic or Latino,25320
New Rochelle,New York,40.6,38871.0,40967.0,79838,26960.0,NY,American Indian and Alaska Native,645
Meridian,Idaho,38.0,43353.0,47400.0,90753,8110.0,ID,Hispanic or Latino,6596
Troy,Michigan,43.3,42371.0,40905.0,83276,21004.0,MI,Hispanic or Latino,2400
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,1815.0,VA,American Indian and Alaska Native,1584
Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,TX,Hispanic or Latino,105871
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,26667.0,NC,American Indian and Alaska Native,3688
Spring Hill,Florida,45.1,48295.0,54902.0,103197,7893.0,FL,American Indian and Alaska Native,1254
Thornton,Colorado,33.1,65482.0,67977.0,133459,17949.0,CO,White,119264
Dearborn,Michigan,33.5,46482.0,48698.0,95180,23920.0,MI,Asian,4134
Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,TX,American Indian and Alaska Native,4260
Springfield,Missouri,34.1,81057.0,85741.0,166798,7765.0,MO,White,151686
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,IL,White,1374535
Greenville,North Carolina,26.2,39897.0,50691.0,90588,4183.0,NC,Hispanic or Latino,4409
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,SC,White,41652
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,SC,Asian,1073
Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,FL,Hispanic or Latino,47521
Palatine,Illinois,38.0,36506.0,32763.0,69269,21760.0,IL,Hispanic or Latino,18626
Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,TX,American Indian and Alaska Native,2947
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,VA,American Indian and Alaska Native,2087
Stamford,Connecticut,35.4,64941.0,63936.0,128877,44003.0,CT,White,85620
Vallejo,California,37.8,58379.0,62890.0,121269,30592.0,CA,Asian,34753
Pasadena,California,37.6,67712.0,74534.0,142246,40779.0,CA,White,76525
Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,IL,Hispanic or Latino,4928
Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,CO,White,71538
Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,CO,Black or African-American,950
Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,CO,American Indian and Alaska Native,1029
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,2878.0,TN,Hispanic or Latino,1114
Bellflower,California,33.4,38936.0,39498.0,78434,24607.0,CA,Hispanic or Latino,42472
Bellflower,California,33.4,38936.0,39498.0,78434,24607.0,CA,Black or African-American,12839
Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,AZ,Black or African-American,8678
Wyoming,Michigan,32.8,35967.0,39310.0,75277,8612.0,MI,Black or African-American,8839
Provo,Utah,23.6,56231.0,59027.0,115258,10925.0,UT,Black or African-American,1062
Kenner,Louisiana,36.9,33993.0,33113.0,67106,12352.0,LA,Asian,2729
Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,VA,Hispanic or Latino,35911
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,MI,White,90173
Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,ME,Black or African-American,5750
San Clemente,California,45.2,34076.0,31456.0,65532,8109.0,CA,Hispanic or Latino,10421
Downey,California,37.3,53006.0,61205.0,114211,39977.0,CA,Asian,9776
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,NV,Hispanic or Latino,99838
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,NV,Black or African-American,29483
Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,NJ,Asian,7349
Kent,Washington,33.4,61825.0,65137.0,126962,38175.0,WA,Hispanic or Latino,21928
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,MA,Asian,1811
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,CT,Black or African-American,53770
Kissimmee,Florida,36.7,33283.0,35869.0,69152,16879.0,FL,Black or African-American,6623
Akron,Ohio,38.1,96886.0,100667.0,197553,10024.0,OH,American Indian and Alaska Native,1845
Kirkland,Washington,40.8,42159.0,45108.0,87267,18570.0,WA,Hispanic or Latino,6720
Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,CA,Hispanic or Latino,56282
West Covina,California,39.8,51629.0,56860.0,108489,37038.0,CA,Black or African-American,3693
Oakland,California,35.7,203827.0,215451.0,419278,113896.0,CA,American Indian and Alaska Native,8380
Longmont,Colorado,36.8,43941.0,48280.0,92221,10424.0,CO,American Indian and Alaska Native,1682
Modesto,California,35.2,104852.0,106405.0,211257,39613.0,CA,American Indian and Alaska Native,4388
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,12268.0,LA,Black or African-American,122634
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,16896.0,OH,Hispanic or Latino,9121
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,16896.0,OH,Black or African-American,133430
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,28187.0,PA,Black or African-American,82248
The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,TX,White,106202
Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,TX,Black or African-American,832
Memphis,Tennessee,34.1,312237.0,343523.0,655760,43318.0,TN,Hispanic or Latino,46621
Hampton,Virginia,35.5,66214.0,70240.0,136454,6204.0,VA,American Indian and Alaska Native,2534
Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,CA,Black or African-American,1237
Tracy,California,35.5,43156.0,43937.0,87093,25410.0,CA,Black or African-American,5241
Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,UT,American Indian and Alaska Native,1717
Shawnee,Kansas,40.1,32313.0,32745.0,65058,4136.0,KS,American Indian and Alaska Native,485
Macon,Georgia,36.0,71833.0,81626.0,153459,4846.0,GA,Hispanic or Latino,4897
Macon,Georgia,36.0,71833.0,81626.0,153459,4846.0,GA,Asian,3588
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,MN,Hispanic or Latino,4138
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,58200.0,NM,Black or African-American,26774
Santa Barbara,California,37.8,45068.0,46784.0,91852,19441.0,CA,Black or African-American,2013
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,8827.0,CO,White,94499
