City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Medford,Oregon,38.6,39606.0,40189.0,79795,6185.0,OR,American Indian and Alaska Native,1239
Odessa,Texas,31.2,61119.0,57861.0,118980,15845.0,TX,Black or African-American,7647
Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,WA,Black or African-American,2887
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,16640.0,AR,Hispanic or Latino,15500
Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,AZ,Black or African-American,11293
Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,AZ,Asian,17338
Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,TX,Hispanic or Latino,112078
Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,TX,Asian,31804
Edinburg,Texas,29.3,39422.0,45079.0,84501,16569.0,TX,White,77560
Hayward,California,34.3,78152.0,80148.0,158300,60970.0,CA,Black or African-American,20219
Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,AZ,White,211322
Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,AZ,American Indian and Alaska Native,5965
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,9704.0,CO,Asian,7913
Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,NY,White,129492
West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,UT,Asian,9550
Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,CA,Black or African-American,36007
Moreno Valley,California,30.7,98584.0,105597.0,204181,54442.0,CA,White,90391
El Monte,California,37.3,57961.0,58784.0,116745,59655.0,CA,Asian,33384
Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,FL,Hispanic or Latino,6060
Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,KS,Hispanic or Latino,16131
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,65125.0,NC,Hispanic or Latino,51786
Albany,New York,32.8,47627.0,50825.0,98452,11948.0,NY,American Indian and Alaska Native,1611
Compton,California,30.1,49264.0,49184.0,98448,30660.0,CA,American Indian and Alaska Native,298
Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,NY,White,13106
Cape Coral,Florida,45.0,85626.0,89604.0,175230,24185.0,FL,Black or African-American,7311
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,ND,White,64719
Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,OH,Black or African-American,205395
Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,OH,American Indian and Alaska Native,6140
Houston,Texas,32.6,1149686.0,1148942.0,2298628,696210.0,TX,American Indian and Alaska Native,13157
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,CT,American Indian and Alaska Native,552
Southfield,Michigan,41.6,31369.0,41808.0,73177,4011.0,MI,Hispanic or Latino,573
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,17884.0,RI,Black or African-American,15513
Orem,Utah,26.1,48695.0,45762.0,94457,12808.0,UT,Asian,3862
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,4262.0,AZ,Black or African-American,3144
Huntington Beach,California,41.6,99967.0,101960.0,201927,35368.0,CA,American Indian and Alaska Native,2843
Boston,Massachusetts,31.8,322149.0,347320.0,669469,190123.0,MA,Black or African-American,189347
Evanston,Illinois,36.8,34146.0,41377.0,75523,15003.0,IL,Asian,8800
West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,UT,White,89145
Surprise,Arizona,39.4,62875.0,65567.0,128442,9929.0,AZ,Asian,3153
El Cajon,California,32.7,54450.0,49238.0,103688,31865.0,CA,Hispanic or Latino,31542
Miramar,Florida,36.6,66157.0,70958.0,137115,57179.0,FL,Hispanic or Latino,46767
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,GA,White,48414
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,SD,Asian,2170
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,14506.0,NH,American Indian and Alaska Native,558
Meridian,Idaho,38.0,43353.0,47400.0,90753,8110.0,ID,White,84625
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,SD,Asian,4689
Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,NC,White,127680
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,9855.0,TX,Black or African-American,14529
Huntsville,Alabama,38.1,91764.0,97350.0,189114,12691.0,AL,White,121904
Fremont,California,38.3,114383.0,117808.0,232191,109427.0,CA,Black or African-American,7762
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,7401.0,NC,American Indian and Alaska Native,742
Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,TX,Hispanic or Latino,65392
Pharr,Texas,26.9,35242.0,41293.0,76535,25532.0,TX,White,73694
Pharr,Texas,26.9,35242.0,41293.0,76535,25532.0,TX,Black or African-American,204
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,IL,American Indian and Alaska Native,23323
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,WA,Hispanic or Latino,5110
Rochester,New York,31.4,100135.0,109673.0,209808,17735.0,NY,Hispanic or Latino,38004
Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,VA,Asian,11854
Redding,California,38.8,42530.0,49049.0,91579,5181.0,CA,American Indian and Alaska Native,4352
Palatine,Illinois,38.0,36506.0,32763.0,69269,21760.0,IL,White,46246
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,3215.0,LA,Hispanic or Latino,3157
Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,TX,Black or African-American,10821
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,MI,Asian,6057
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,VA,White,150414
Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,MI,White,60576
Columbia,Missouri,26.8,56544.0,62554.0,119098,10729.0,MO,White,96067
Glendale,Arizona,34.4,116795.0,123319.0,240114,44133.0,AZ,Asian,15245
Fishers,Indiana,34.5,42161.0,43910.0,86071,6138.0,IN,Asian,7571
Harlingen,Texas,30.1,32404.0,33365.0,65769,10391.0,TX,White,61844
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,62210.0,FL,White,113624
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,62210.0,FL,American Indian and Alaska Native,1076
Springdale,Arkansas,31.8,36840.0,43614.0,80454,19969.0,AR,Black or African-American,1859
Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,AZ,Hispanic or Latino,21603
Joliet,Illinois,33.1,70863.0,79162.0,150025,22409.0,IL,White,106160
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,MA,White,50652
Brentwood,New York,34.2,31395.0,32397.0,63792,27058.0,NY,White,46347
Anchorage,Alaska,32.2,152945.0,145750.0,298695,33258.0,AK,American Indian and Alaska Native,36339
Riverside,California,31.4,160613.0,161810.0,322423,69584.0,CA,Asian,27675
Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,FL,American Indian and Alaska Native,1368
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,70769.0,MN,Asian,33854
Corona,California,37.1,79749.0,84493.0,164242,42131.0,CA,Asian,21044
Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,CA,Asian,69472
Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,NC,Black or African-American,19027
Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,MN,White,93477
Abilene,Texas,31.3,65212.0,60664.0,125876,8129.0,TX,White,95487
Santa Clarita,California,38.1,90192.0,92175.0,182367,40666.0,CA,Black or African-American,9223
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,FL,Hispanic or Latino,12729
Billings,Montana,36.3,52705.0,57565.0,110270,3206.0,MT,Asian,1873
Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,KS,White,79793
Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,TX,Hispanic or Latino,18815
Tustin,California,33.4,39511.0,41052.0,80563,25034.0,CA,Hispanic or Latino,33998
Chico,California,29.9,46168.0,44168.0,90336,8425.0,CA,Black or African-American,3164
Hoover,Alabama,38.5,38040.0,46799.0,84839,8229.0,AL,White,61869
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,CA,Hispanic or Latino,65823
Columbia,South Carolina,28.0,67686.0,65707.0,133393,6074.0,SC,White,73232
Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,WA,White,59035
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,101312.0,HI,White,110508
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,101312.0,HI,American Indian and Alaska Native,5592
Gainesville,Florida,26.0,60803.0,69330.0,130133,15272.0,FL,White,87612
Richmond,California,35.3,52615.0,57100.0,109715,42215.0,CA,Hispanic or Latino,45132
Peoria,Illinois,33.1,56229.0,62432.0,118661,7517.0,IL,White,77074
Oakland,California,35.7,203827.0,215451.0,419278,113896.0,CA,Hispanic or Latino,114054
Paradise,Nevada,37.2,122784.0,114162.0,236946,66712.0,NV,White,147624
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6845.0,OK,White,94366
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,16896.0,OH,American Indian and Alaska Native,3362
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,TX,Black or African-American,3471
Livermore,California,36.7,41522.0,46595.0,88117,13959.0,CA,Asian,14116
Fontana,California,29.5,100644.0,106828.0,207472,61448.0,CA,White,85044
Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,FL,White,10788
Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,FL,Black or African-American,56948
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,MA,Hispanic or Latino,39000
Santa Rosa,California,37.9,86840.0,88149.0,174989,33015.0,CA,American Indian and Alaska Native,8859
Union City,California,38.5,38599.0,35911.0,74510,32752.0,CA,Hispanic or Latino,13207
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,FL,White,109751
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,FL,Asian,3791
Richmond,Virginia,33.6,104793.0,115496.0,220289,15741.0,VA,White,104568
Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,UT,Asian,1911
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,IA,Asian,5406
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,58200.0,NM,American Indian and Alaska Native,32243
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,12863.0,NC,White,102075
Coral Springs,Florida,37.2,63316.0,66186.0,129502,38552.0,FL,American Indian and Alaska Native,1262
Brandon,Florida,36.1,55679.0,58289.0,113968,16390.0,FL,Hispanic or Latino,26224
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,21679.0,LA,American Indian and Alaska Native,2496
Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,WA,Asian,121507
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,22135.0,FL,Asian,3347
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5757.0,MN,American Indian and Alaska Native,1169
Surprise,Arizona,39.4,62875.0,65567.0,128442,9929.0,AZ,American Indian and Alaska Native,1883
Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,CA,Hispanic or Latino,57423
Hartford,Connecticut,31.0,58042.0,65972.0,124014,28467.0,CT,Black or African-American,49939
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,3732.0,NC,White,51245
Sandy,Utah,34.6,46923.0,46689.0,93612,6691.0,UT,Black or African-American,522
Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,AL,White,43516
Delray Beach,Florida,47.9,32219.0,34042.0,66261,16639.0,FL,Hispanic or Latino,6397
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,3803.0,MO,Hispanic or Latino,4504
Bellevue,Washington,37.4,70763.0,69051.0,139814,54654.0,WA,American Indian and Alaska Native,1949
New Rochelle,New York,40.6,38871.0,40967.0,79838,26960.0,NY,Asian,4218
Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,KS,American Indian and Alaska Native,1264
Weston,Florida,38.6,32956.0,36991.0,69947,30876.0,FL,White,61021
McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,TX,Hispanic or Latino,31705
Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,TX,Black or African-American,6204
Turlock,California,36.2,33190.0,39103.0,72293,14686.0,CA,White,59308
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,10631.0,RI,Hispanic or Latino,10418
Springfield,Missouri,34.1,81057.0,85741.0,166798,7765.0,MO,Black or African-American,10026
Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,NV,Black or African-American,18816
Rochester,New York,31.4,100135.0,109673.0,209808,17735.0,NY,White,105636
Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,IN,Hispanic or Latino,6266
Waco,Texas,29.3,63452.0,68890.0,132342,14235.0,TX,Hispanic or Latino,40585
San Buenaventura,California,37.7,53932.0,55785.0,109717,18025.0,CA,Black or African-American,1300
Walnut Creek,California,47.6,31994.0,36912.0,68906,13624.0,CA,White,57064
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,GA,White,79931
Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,WA,White,193143
Davie,Florida,40.8,48754.0,52140.0,100894,26532.0,FL,White,79832
Daly City,California,39.7,53817.0,52757.0,106574,56640.0,CA,Hispanic or Latino,24316
Eagan,Minnesota,36.8,31587.0,34701.0,66288,8642.0,MN,Black or African-American,8032
Nashville,Tennessee,34.1,314231.0,340365.0,654596,88193.0,TN,Black or African-American,188844
Temecula,California,34.2,54407.0,57619.0,112026,18884.0,CA,White,85130
Davenport,Iowa,35.2,50123.0,52454.0,102577,4065.0,IA,Black or African-American,12761
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,RI,Hispanic or Latino,4723
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,RI,Black or African-American,1212
Flower Mound,Texas,40.2,35200.0,35824.0,71024,6860.0,TX,White,61433
Chandler,Arizona,35.6,128885.0,131948.0,260833,38721.0,AZ,Hispanic or Latino,57159
Medford,Oregon,38.6,39606.0,40189.0,79795,6185.0,OR,White,75464
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,16640.0,AR,Asian,8423
Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,AZ,American Indian and Alaska Native,4636
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,5715.0,NC,Hispanic or Latino,6653
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,5715.0,NC,White,46362
Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,MI,American Indian and Alaska Native,429
Albany,Georgia,33.3,31695.0,39414.0,71109,861.0,GA,Asian,650
Columbia,Missouri,26.8,56544.0,62554.0,119098,10729.0,MO,Hispanic or Latino,4956
Columbia,Missouri,26.8,56544.0,62554.0,119098,10729.0,MO,American Indian and Alaska Native,1713
Yuma,Arizona,33.4,48298.0,45847.0,94145,19326.0,AZ,Asian,1180
Fishers,Indiana,34.5,42161.0,43910.0,86071,6138.0,IN,White,73361
Aurora,Colorado,34.2,177899.0,180971.0,358870,65816.0,CO,Hispanic or Latino,109396
Aurora,Colorado,34.2,177899.0,180971.0,358870,65816.0,CO,White,239803
Toms River,New Jersey,43.7,43864.0,43886.0,87750,6852.0,NJ,Hispanic or Latino,10267
Riverside,California,31.4,160613.0,161810.0,322423,69584.0,CA,White,225157
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,GA,Black or African-American,29307
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,MI,Hispanic or Latino,4114
Hemet,California,36.8,38622.0,45251.0,83873,13330.0,CA,American Indian and Alaska Native,2288
Carmel,Indiana,39.9,42928.0,46101.0,89029,9645.0,IN,Black or African-American,2171
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,MN,Black or African-American,5828
Sugar Land,Texas,42.1,43889.0,44240.0,88129,31169.0,TX,Black or African-American,8993
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,128897.0,NC,White,446795
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,MA,Hispanic or Latino,9433
Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,CA,Black or African-American,4210
Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,NC,Hispanic or Latino,11301
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,2348.0,WI,White,60210
West Jordan,Utah,30.8,57898.0,54044.0,111942,11492.0,UT,American Indian and Alaska Native,1211
Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,TX,Asian,4079
Missouri City,Texas,37.2,34932.0,36846.0,71778,18556.0,TX,Asian,17854
Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,OH,White,53571
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,61072.0,NV,American Indian and Alaska Native,2215
Columbia,South Carolina,28.0,67686.0,65707.0,133393,6074.0,SC,Asian,3501
Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,WA,Hispanic or Latino,14049
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,MA,American Indian and Alaska Native,346
Jacksonville,Florida,35.7,419203.0,448828.0,868031,85650.0,FL,Black or African-American,282692
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,109186.0,NJ,American Indian and Alaska Native,3356
Elk Grove,California,36.1,80057.0,86833.0,166890,38693.0,CA,Black or African-American,20185
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,GA,Hispanic or Latino,9068
Carmichael,California,41.0,29281.0,33934.0,63215,7378.0,CA,American Indian and Alaska Native,2603
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,19837.0,GA,Asian,7909
Evansville,Indiana,38.0,57198.0,60481.0,117679,3169.0,IN,Black or African-American,17564
Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,CA,American Indian and Alaska Native,1868
Upland,California,39.7,36226.0,40221.0,76447,16552.0,CA,Asian,9182
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,TN,American Indian and Alaska Native,1092
Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,58321.0,WI,Black or African-American,248149
Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,OR,Asian,6076
Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,OR,American Indian and Alaska Native,7678
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,AR,Black or African-American,6927
Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,FL,White,75636
Toledo,Ohio,36.1,135455.0,144323.0,279778,9257.0,OH,Black or African-American,85552
Westminster,Colorado,37.8,54866.0,58251.0,113117,11361.0,CO,Black or African-American,3228
Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,TX,Asian,2302
Enterprise,Nevada,34.1,69146.0,66328.0,135474,31173.0,NV,American Indian and Alaska Native,2777
Savannah,Georgia,30.3,69389.0,76295.0,145684,10355.0,GA,White,57690
German,Maryland,34.9,41115.0,43007.0,84122,27877.0,MD,Black or African-American,22273
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,IL,Hispanic or Latino,12545
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,8827.0,CO,American Indian and Alaska Native,1480
Chula Vista,California,34.6,131485.0,134269.0,265754,82710.0,CA,Asian,48506
Yuba City,California,34.5,33654.0,33290.0,66944,18032.0,CA,Black or African-American,1912
Yorba Linda,California,45.5,31960.0,36006.0,67966,15532.0,CA,Black or African-American,1326
San Clemente,California,45.2,34076.0,31456.0,65532,8109.0,CA,White,58849
Ames,Iowa,23.0,33814.0,31238.0,65052,8606.0,IA,Asian,8979
Billings,Montana,36.3,52705.0,57565.0,110270,3206.0,MT,American Indian and Alaska Native,6066
Round Rock,Texas,34.9,56646.0,59193.0,115839,18237.0,TX,Asian,9685
Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,OH,Hispanic or Latino,3597
Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,OH,Black or African-American,21353
Orange,California,35.0,67337.0,73658.0,140995,34550.0,CA,American Indian and Alaska Native,658
Redwood City,California,37.1,42676.0,42624.0,85300,27652.0,CA,American Indian and Alaska Native,664
Silver Spring,Maryland,33.8,40601.0,41862.0,82463,30908.0,MD,Black or African-American,21330
Chico,California,29.9,46168.0,44168.0,90336,8425.0,CA,White,80467
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,13824.0,NM,Asian,1878
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,4982.0,WI,Asian,2904
Citrus Heights,California,37.8,41982.0,45071.0,87053,9466.0,CA,Black or African-American,5979
Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,CA,Black or African-American,64948
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,CT,Hispanic or Latino,59036
Richmond,California,35.3,52615.0,57100.0,109715,42215.0,CA,White,36074
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,109186.0,NJ,Black or African-American,65051
Kirkland,Washington,40.8,42159.0,45108.0,87267,18570.0,WA,American Indian and Alaska Native,1155
Salinas,California,30.4,77765.0,79621.0,157386,58693.0,CA,White,95283
Schenectady,New York,36.7,32398.0,32901.0,65299,10961.0,NY,Black or African-American,15640
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,WI,White,82033
Victorville,California,30.6,60989.0,61247.0,122236,21959.0,CA,White,86648
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,19837.0,GA,Black or African-American,15420
Evansville,Indiana,38.0,57198.0,60481.0,117679,3169.0,IN,American Indian and Alaska Native,713
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,28187.0,PA,Hispanic or Latino,9266
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,8948.0,TN,American Indian and Alaska Native,1339
The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,TX,American Indian and Alaska Native,2427
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,TX,American Indian and Alaska Native,648
Pearland,Texas,33.9,52336.0,59329.0,111665,16882.0,TX,Black or African-American,23779
Apple Valley,California,34.3,32873.0,39312.0,72185,5801.0,CA,White,60767
Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,FL,American Indian and Alaska Native,1186
Perris,California,26.9,41623.0,33336.0,74959,23277.0,CA,White,23882
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4403.0,WI,American Indian and Alaska Native,1371
Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,OR,Black or African-American,3770
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,IL,White,40458
Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,CA,Hispanic or Latino,81551
Costa Mesa,California,34.8,59097.0,54089.0,113186,26645.0,CA,Hispanic or Latino,38239
Inglewood,California,34.9,52995.0,58661.0,111656,34171.0,CA,Hispanic or Latino,60873
Flint,Michigan,35.3,48984.0,49313.0,98297,2138.0,MI,American Indian and Alaska Native,1508
New Haven,Connecticut,29.9,63765.0,66545.0,130310,25871.0,CT,White,56251
Santa Barbara,California,37.8,45068.0,46784.0,91852,19441.0,CA,Asian,4964
Chula Vista,California,34.6,131485.0,134269.0,265754,82710.0,CA,White,183753
Santa Ana,California,30.8,167503.0,167920.0,335423,152999.0,CA,American Indian and Alaska Native,4838
Detroit,Michigan,34.8,319265.0,357859.0,677124,39861.0,MI,White,104260
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,CA,American Indian and Alaska Native,63758
Pleasanton,California,41.3,36662.0,42857.0,79519,23208.0,CA,White,49934
Centennial,Colorado,42.4,53222.0,56504.0,109726,9501.0,CO,American Indian and Alaska Native,1219
Flower Mound,Texas,40.2,35200.0,35824.0,71024,6860.0,TX,American Indian and Alaska Native,1095
East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,NJ,American Indian and Alaska Native,535
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,AZ,White,58956
San Antonio,Texas,33.1,721405.0,748419.0,1469824,208046.0,TX,Hispanic or Latino,937607
Odessa,Texas,31.2,61119.0,57861.0,118980,15845.0,TX,White,106944
Youngs,Ohio,37.5,30758.0,33851.0,64609,1058.0,OH,Hispanic or Latino,7564
Coral Springs,Florida,37.2,63316.0,66186.0,129502,38552.0,FL,Black or African-American,27225
Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,CA,Black or African-American,7183
Hayward,California,34.3,78152.0,80148.0,158300,60970.0,CA,Asian,46285
Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,AZ,Hispanic or Latino,131425
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,22135.0,FL,American Indian and Alaska Native,1622
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,9704.0,CO,Black or African-American,3176
El Cajon,California,32.7,54450.0,49238.0,103688,31865.0,CA,White,84703
Midland,Texas,32.1,66595.0,66355.0,132950,17061.0,TX,Asian,3279
Sandy,Utah,34.6,46923.0,46689.0,93612,6691.0,UT,Asian,5657
Troy,Michigan,43.3,42371.0,40905.0,83276,21004.0,MI,White,56175
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,NC,Hispanic or Latino,38321
McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,TX,Asian,13882
Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,MI,American Indian and Alaska Native,5254
Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,TX,White,69840
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,WA,American Indian and Alaska Native,2473
Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,IN,Asian,537
Walnut Creek,California,47.6,31994.0,36912.0,68906,13624.0,CA,Asian,10831
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,3215.0,LA,White,36346
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,3215.0,LA,Asian,1444
Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,MI,Hispanic or Latino,2827
Carlsbad,California,42.1,55119.0,58347.0,113466,17689.0,CA,Asian,11948
Orlando,Florida,33.1,130940.0,139977.0,270917,50558.0,FL,American Indian and Alaska Native,2374
Glendale,Arizona,34.4,116795.0,123319.0,240114,44133.0,AZ,Hispanic or Latino,83711
Glendale,Arizona,34.4,116795.0,123319.0,240114,44133.0,AZ,Black or African-American,16254
Denver,Colorado,34.1,341137.0,341408.0,682545,113222.0,CO,White,546370
Waldorf,Maryland,33.6,35640.0,39872.0,75512,5954.0,MD,White,26788
Waldorf,Maryland,33.6,35640.0,39872.0,75512,5954.0,MD,Black or African-American,47334
Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,CA,American Indian and Alaska Native,2690
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,6123.0,OK,White,63948
San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,CA,Black or African-American,111650
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,MI,American Indian and Alaska Native,954
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,MI,American Indian and Alaska Native,348
Madison,Wisconsin,30.7,122596.0,126360.0,248956,30090.0,WI,Hispanic or Latino,19697
Corona,California,37.1,79749.0,84493.0,164242,42131.0,CA,American Indian and Alaska Native,2268
Indio,California,35.9,43803.0,43723.0,87526,22538.0,CA,Hispanic or Latino,58852
